Location Id,phone_number,street_address,street_address_2,city,state,zip_code,zip5,foreign_id,foreign_id_type,inactive,address,Latitude,Longitude,Location Name
958,5614030703,"7901 Atlantic Ave, Suite 102",,Delray Beach,FL,33446,33446,10,msg-opendental-Location-958,FALSE,"7901 Atlantic Ave, Suite 102, , Delray Beach FL33446",26.454379,-80.17015,Tomalty Dental Care - West Delray Beach
951,9543798777,6069 Coral Ridge Drive,,Coral Springs,FL,33076,33076,4,msg-opendental-Location-951,FALSE,"6069 Coral Ridge Drive, , Coral Springs FL33076",26.306086,-80.278069,Tomalty Dental Care at Parkland/Coral Springs
917,5617778980,8794 W. Boynton Beach Blvd. Ste 110,,Boynton Beach,FL,33472,33472,1,msg-opendental-Location-917,FALSE,"8794 W. Boynton Beach Blvd. Ste 110, , Boynton Beach FL33472",26.52768,-80.185512,Tomalty Dental Care at the Canyon Town Center
954,5614395100,"6346 Lantana Rd, Ste 68",,Lake Worth,FL,33463,33463,6,msg-opendental-Location-954,FALSE,"6346 Lantana Rd, Ste 68, , Lake Worth FL33463",26.588044,-80.146129,Tomalty Dental Care: Lantana/Lake Worth
514,2129699490,630 5th Ave #1815,,New York,NY,10111,10111,6.00E+12,msg-dentrixascend-Institution-234,FALSE,"630 5th Ave #1815, , New York NY10111",40.758989,-73.977286,TOOTHDOCS Manhattan
513,5166250088,1044 Northern Blvd SUITE #106,,Roslyn,NY,11576,11576,6.00E+12,msg-dentrixascend-Institution-234,FALSE,"1044 Northern Blvd SUITE #106, , Roslyn NY11576",40.797767,-73.665224,TOOTHDOCS Roslyn
1890,4809495858,4390 N Miller Rd,Ste. 106,Scottsdale,AZ,85251,85251,2.00E+12,msg-dentrixascend-DataSource-348,FALSE,"4390 N Miller Rd, Ste. 106, Scottsdale AZ85251",33.499955,-111.91864,Toothology
2888,4244883544,2900 Sepulveda Blvd,,Torrance,CA,90505,90505,52,msg-ecw-DataSource-515,FALSE,"2900 Sepulveda Blvd, , Torrance CA90505",33.822979,-118.33793,TORRANCE DRIVE THRU
4816,4244883544,2900 SEPULVEDA BLVD,,TORRANCE,CA,90505-2804,90505,4,msg-ecw-DataSource-1320,FALSE,"2900 SEPULVEDA BLVD, , TORRANCE CA90505",33.822979,-118.33793,TORRANCE URGENT CARE
3091,7573094450,4541 Main Street,,Virginia Beach,VA,23462,23462,14,msg-eaglesoft-Location-3091,FALSE,"4541 Main Street, , Virginia Beach VA23462",36.841216,-76.133304,Total Care Dentistry
558,2482643689,42430 W 12 Mile Rd Ste 201,,Novi,MI,48377,48377,1000592,remote_db-dentrix-Institution-172,FALSE,"42430 W 12 Mile Rd Ste 201, , Novi MI48377",42.496442,-83.468215,Toupin Dental & Associates
1254,3033214445,7479 E. 29th Place,,Denver,CO,80238,80238,1,msg-opendental-DataSource-82,FALSE,"7479 E. 29th Place, , Denver CO80238",39.758341,-104.90104,Town Center Dentistry and Orthodontics
674,2127194000,551 5th Ave 2nd Floor,,New York,NY,10176,10176,687687,api-athena-Location-674,FALSE,"551 5th Ave 2nd Floor, , New York NY10176",40.755588,-73.979126,Town Optical
1511,5617329727,1250 S Federal Hwy,Suite 101,Boynton Beach,FL,33435,33435,1,remote_db-dentrix-DataSource-188,FALSE,"1250 S Federal Hwy, Suite 101, Boynton Beach FL33435",26.51703,-80.05872,Town Square Dentistry
1706,3058516464,"13400 SW 120 ST, #302",,Miami,FL,33186,33186,280,api-qsi_api-DataSource-324,FALSE,"13400 SW 120 ST, #302, , Miami FL33186",25.655676,-80.412071,Towncare Dental London Square
4721,8775125442,5000 Town East Mall,,Mesquite,TX,75150,75150,11,none-none-DataSource-1243,FALSE,"5000 Town East Mall, , Mesquite TX75150",32.806089,-96.621256,Towneast Mall (Mesquite)
3307,7145263655,100 Laguna Rd STE #210,,Fullerton,CA,92835,92835,1.30E+13,msg-dentrixascend-Location-3307,FALSE,"100 Laguna Rd STE #210, , Fullerton CA92835",33.892456,-117.92999,Townview Dental Care
4252,7145263655,100 Laguna Rd STE #210,,Fullerton,CA,92835,92835,1.30E+13,msg-dentrixascend-DataSource-1070,FALSE,"100 Laguna Rd STE #210, , Fullerton CA92835",33.892456,-117.92999,Townview Dental Care
1453,7145263655,100 Laguna Rd STE #210,,Fullerton,CA,92835,92835,6,msg-opendental-Location-1453,TRUE,"100 Laguna Rd STE #210, , Fullerton CA92835",33.892456,-117.92999,Townview Dental Care [ARCHIVED]
1548,7183771319,1655 Flatbush Avenue,Ste A104,Brooklyn,NY,11210,11210,1,remote_db-dentrix-DataSource-218,FALSE,"1655 Flatbush Avenue, Ste A104, Brooklyn NY11210",40.62992,-73.944263,Tracey Joseph DDS
3446,3038054655,18721 E Ponderosa Dr,,Parker,CO,80134,80134,1000195,msg-dentrix_enterprise-DataSource-798,TRUE,"18721 E Ponderosa Dr, , Parker CO80134",39.540136,-104.77191,"Trail View Dental Care, LLC"
4712,2244250443,318 W Adams Street Suite 400B,,Chicago,IL,60606,60606,110,msg-denticon-DataSource-1095,FALSE,"318 W Adams Street Suite 400B, , Chicago IL60606",41.87968,-87.636057,Training
3644,5619999650,951 Broken Sound Parkway,Suite 250,Boca Raton,FL,33487,33487,60,msg-dentrix_enterprise-DataSource-884,FALSE,"951 Broken Sound Parkway, Suite 250, Boca Raton FL33487",26.401137,-80.107155,Training Clinic PLLC
3849,4843698625,70 Buckwalter Rd Suite 309,,Royersford,PA,19468,19468,400,msg-denticon-DataSource-771,FALSE,"70 Buckwalter Rd Suite 309, , Royersford PA19468",40.199113,-75.524731,Transcend Dental
2587,4357226300,1635 US-40,,Ballard,UT,84066-3314,84066,3,msg-ecw-DataSource-589,TRUE,"1635 US-40, , Ballard UT84066",40.277047,-110.02227,TRCHD - Roosevelt
2588,4352471177,313 E 200 S,,VERNAL,UT,840782728,84078,2,msg-ecw-DataSource-589,TRUE,"313 E 200 S, , VERNAL UT84078",40.453114,-109.52266,TRCHD - Vernal
4147,6109141700,6900 Hamilton Blvd. Ste 210,,Trexlertown,PA,18087,18087,1001096,msg-dentrix_enterprise-DataSource-1032,FALSE,"6900 Hamilton Blvd. Ste 210, , Trexlertown PA18087",40.551123,-75.593523,Trexlertown
4822,3233449255,4137 VERDUGO RD,,Los Angeles,CA,90065-3820,90065,20,msg-ecw-DataSource-1195,FALSE,"4137 VERDUGO RD, , Los Angeles CA90065",34.126078,-118.2321,Tri-State Community Healthcare Center Los Angeles
422,2123460893,"21 Murray St, 4th Fl",,New York,NY,10007,10007,1,msg-eaglesoft-Location-422,FALSE,"21 Murray St, 4th Fl, , New York NY10007",40.713657,-74.008276,TriBeCa Dental Associates
303,2124314582,402 Broadway,(btw Canal and Walker St),New York,NY,10013,10013,1,remote_db-dentrix-Location-303,FALSE,"402 Broadway, (btw Canal and Walker St), New York NY10013",40.718721,-74.002265,Tribeca Dental Care
1899,7183320600,1672 Sheepshead Bay Road,1st Floor,Brooklyn,NY,11235,11235,2,msg-ecw-DataSource-351,FALSE,"1672 Sheepshead Bay Road, 1st Floor, Brooklyn NY11235",40.586102,-73.95216,Triborough GI - Brooklyn
1900,7189871700,2076 Hylan Boulevard,Suite 2,Staten Island,NY,10306,10306,113,msg-ecw-DataSource-351,FALSE,"2076 Hylan Boulevard, Suite 2, Staten Island NY10306",40.57942,-74.100455,Triborough GI - Staten Island
943,8435544545,1224 Yeamans Hall Road,,Hanahan,SC,29410,29410,2.00E+12,msg-dentrixascend-DataSource-6,FALSE,"1224 Yeamans Hall Road, , Hanahan SC29410",32.905434,-80.006467,Trident General Dentistry - Hanahan
942,8432257171,1136 Folly Rd.,,Charleston,SC,29412,29412,2.00E+12,msg-dentrixascend-DataSource-6,FALSE,"1136 Folly Rd., , Charleston SC29412",32.725154,-79.967148,Trident General Dentistry - James Island
939,8438844340,902 Coleman Blvd.,,Mount Pleasant,SC,29464,29464,2.00E+12,msg-dentrixascend-DataSource-6,FALSE,"902 Coleman Blvd., , Mount Pleasant SC29464",32.791058,-79.874433,Trident General Dentistry - Mount Pleasant
940,8435522580,6335 Dorchester Road,,North Charleston,SC,29418,29418,2.00E+12,msg-dentrixascend-DataSource-6,FALSE,"6335 Dorchester Road, , North Charleston SC29418",32.874643,-80.059141,Trident General Dentistry - North Charleston
941,8438710433,604A Nexton Square Drive,,Summerville,SC,29486,29486,2.00E+12,msg-dentrixascend-DataSource-6,FALSE,"604A Nexton Square Drive, , Summerville SC29486",33.041564,-80.141286,Trident General Dentistry - Summerville
1394,8435565150,2048 Sam Rittenberg Blvd,Suite 2,Charleston,SC,29407,29407,2.00E+12,msg-dentrixascend-DataSource-6,FALSE,"2048 Sam Rittenberg Blvd, Suite 2, Charleston SC29407",32.793085,-80.030382,Trident General Dentistry - West Ashley
2730,8437977000,9330 Medical Plaza Drive,,N Charleston,SC,29406-9104,29406,24,msg-ecw-DataSource-642,TRUE,"9330 Medical Plaza Drive, , N Charleston SC29406",32.977452,-80.073236,Trident Medical Center ER
2731,8437977000,9330 Medical Plaza Drive,,N Charleston,SC,29406-9104,29406,22,msg-ecw-DataSource-642,TRUE,"9330 Medical Plaza Drive, , N Charleston SC29406",32.977452,-80.073236,Trident Medical Center Inpatient
2732,8437977000,9330 Medical Plaza Drive,,N Charleston,SC,29406-9104,29406,23,msg-ecw-DataSource-642,TRUE,"9330 Medical Plaza Drive, , N Charleston SC29406",32.977452,-80.073236,Trident Medical Center Outpatient
2733,8437977900,9330 Medical Plaza Drive,,N Charleston,SC,29406-9104,29406,25,msg-ecw-DataSource-642,TRUE,"9330 Medical Plaza Drive, , N Charleston SC29406",32.977452,-80.073236,Trident Medical Center Vascular Lab
4011,4085051777,681 Tasman Dr,,Sunnyvale,CA,94089,94089,6.00E+12,msg-dentrixascend-DataSource-1001,FALSE,"681 Tasman Dr, , Sunnyvale CA94089",37.403034,-122.00865,Trident Smiles Dental
226,2122332830,115 Broadway suite 1300,,New York,NY,10006,10006,56954,msg-drchrono-Institution-80,FALSE,"115 Broadway suite 1300, , New York NY10006",40.708725,-74.011084,Trifecta Health - Downtown
220,2123021848,1430 Broadway Suite 900,,New York,NY,10018,10018,64183,msg-drchrono-Institution-80,FALSE,"1430 Broadway Suite 900, , New York NY10018",40.75407,-73.986746,Trifecta Health - Midtown
258,2126004112,115 Broadway Suite 1305,,New York,NY,10006,10006,d4fcc0e0-32e7-4168-9371-38eba1364797,msg-zenoti-Institution-105,FALSE,"115 Broadway Suite 1305, , New York NY10006",40.708725,-74.011084,Trifecta Med Spa -  Downtown
260,2122474148,200 W 57th - Suite 1107,,New York,NY,10019,10019,6d7c3fe8-746f-4c9b-9746-5bcfe7c11cb3,msg-zenoti-Institution-105,FALSE,"200 W 57th - Suite 1107, , New York NY10019",40.765539,-73.980461,Trifecta Med Spa - 57th St
4737,9098237567,8275 Sierra Ave,STE 102,Fontana,CA,92335,92335,1,msg-opendental-DataSource-1266,FALSE,"8275 Sierra Ave, STE 102, Fontana CA92335",34.103431,-117.43528,Trio Dental Care
217,7036638759,7255 Arlington Blvd,,Falls Church,VA,22042,22042,1,remote_db-dentrix-Location-217,FALSE,"7255 Arlington Blvd, , Falls Church VA22042",38.864685,-77.19674,True Smile Dental
1493,4154211115,150 Lombard St Ste 2,,San Francisco,CA,94111,94111,123342,msg-drchrono-DataSource-159,FALSE,"150 Lombard St Ste 2, , San Francisco CA94111",37.80445,-122.40418,Truspine
2782,2018919595,841 Franklin Ave,Suite 7,Franklin Lakes,NJ,7417,7417,1,remote_db-dentrix-DataSource-664,FALSE,"841 Franklin Ave, Suite 7, Franklin Lakes NJ7417",41.025022,-74.209466,TruYou - Franklin Lakes
2783,9738398000,2035 Hamburg Turnpike,Suite B,Wayne,NJ,7470,7470,6.00E+12,msg-dentrixascend-DataSource-663,FALSE,"2035 Hamburg Turnpike, Suite B, Wayne NJ7470",40.978646,-74.272532,TruYou Dental Wayne
2784,9732282335,185 Fairfield Avenue,#1B,West Caldwell,NJ,7006,7006,6.00E+12,msg-dentrixascend-DataSource-663,FALSE,"185 Fairfield Avenue, #1B, West Caldwell NJ7006",40.860957,-74.284995,TruYou Dental West Caldwell
2785,5162345880,233 E Shore Road,Suite 106,Great Neck,NY,11023,11023,6.00E+12,msg-dentrixascend-DataSource-663,FALSE,"233 E Shore Road, Suite 106, Great Neck NY11023",40.795501,-73.713262,TruYou Great Neck
1624,,13616 N. Hwy 183 Unit A,,Austin,TX,78750,78750,F212F427-9492-4432-9CAA-494DFED06C07,msg-dolphin-DataSource-212,FALSE,"13616 N. Hwy 183 Unit A, , Austin TX78750",30.453582,-97.792393,TT 183
1623,,1395 US Hwy 183 Ste 140,,Leander,TX,78641,78641,89462528-62E9-44BA-B116-FECF460072D1,msg-dolphin-DataSource-212,FALSE,"1395 US Hwy 183 Ste 140, , Leander TX78641",30.560924,-97.846044,TT LEA
1630,,1395 US Hwy 183 Ste 140,,Leander,TX,78641,78641,C3F901DE-BFBA-45DE-B23C-81FA9781FCC1,msg-dolphin-DataSource-212,FALSE,"1395 US Hwy 183 Ste 140, , Leander TX78641",30.560924,-97.846044,TT LEA2
3597,2126974690,304 East  41st Street,,New York,NY,10017,10017,1,remote_db-dentrix-DataSource-841,FALSE,"304 East  41st Street, , New York NY10017",40.748865,-73.972261,Tudor City Dental
903,2149530906,3131 Turtle Creek Blvd Suite #1000,,Dallas,TX,75219,75219,5,remote_db-dentrix-DataSource-1146,FALSE,"3131 Turtle Creek Blvd Suite #1000, , Dallas TX75219",32.80615,-96.804361,Turtle Creek Dental Associates
550,2057227550,7402 Highway 69 South,Suite H,Tuscaloosa,AL,35405,35405,1,msg-curve2-Location-550,FALSE,"7402 Highway 69 South, Suite H, Tuscaloosa AL35405",33.14457,-87.543893,Tuscaloosa Family Dental
4356,6148916767,5155 Bradenton Ave,,Dublin,OH,43017,43017,1,msg-opendental-DataSource-1249,FALSE,"5155 Bradenton Ave, , Dublin OH43017",40.079948,-83.127268,Tuttle Crossing Family Dental
770,7637578253,11949 Central Ave NE,,Blaine,MN,55434,55434,1,msg-curve2-Location-770,FALSE,"11949 Central Ave NE, , Blaine MN55434",45.187616,-93.233597,Twin Oaks Dental
2634,9035812198,7916 S Broadway Ave Ste 150,,Tyler,TX,75703-5287,75703,10060,msg-dentrix_enterprise-DataSource-634,TRUE,"7916 S Broadway Ave Ste 150, , Tyler TX75703",32.262298,-95.306695,Tyler Hospital
921,6787888050,1522 N. Highway 74 N,,Tyrone,GA,30290,30290,12,remote_db-dentrix-Location-921,FALSE,"1522 N. Highway 74 N, , Tyrone GA30290",33.488219,-84.58707,Tyrone Family Dentistry
3421,8154393736,3340 Mall Loop Dr,,Joliet,IL,60431,60431,1000169,msg-dentrix_enterprise-DataSource-798,TRUE,"3340 Mall Loop Dr, , Joliet IL60431",41.576233,-88.164944,"Uditt K. Mukherjee, D.M.D. & Associates"
283,5167785489,2020 Jericho Turnpike,,New Hyde Park,NY,11040,11040,3,msg-macpractice-Institution-112,FALSE,"2020 Jericho Turnpike, , New Hyde Park NY11040",40.735042,-73.67333,"UFC New Hyde Park - 2020 Jericho Turnpike, New Hyde Park, NY 11040"
3542,2165841000,"6200 Oak Tree Blvd., Ste 200",,Independence,OH,44131,44131,1002703,msg-dentrix_enterprise-DataSource-798,TRUE,"6200 Oak Tree Blvd., Ste 200, , Independence OH44131",41.398277,-81.661158,Unapplied Payments
2774,6468688480,155 E 44TH ST,FL 6,New York,NY,10017,10017,1,--DataSource-,FALSE,"155 E 44TH ST, FL 6, New York NY10017",40.75233,-73.973863,Uncover Mental Health Counseling
156,2013258444,3196 Kennedy Boulevard,,Union City,NJ,7087,7087,3,remote_db-dentrix-Institution-46,FALSE,"3196 Kennedy Boulevard, , Union City NJ7087",40.774438,-74.033539,Union City
171,2126757877,29 West 19th Street,,New York,NY,10011,10011,1,remote_db-dentrix-Location-171,TRUE,"29 West 19th Street, , New York NY10011",40.739851,-73.992916,Union Square Dental - West 19th
206,4153991966,490 Post st suite 323,,San Francisco,CA,94102,94102,1,remote_db-dentrix-Location-206,FALSE,"490 Post st suite 323, , San Francisco CA94102",37.78831,-122.40983,Union Square Dental Group
135,2129040300,144-09 Northern Blvd,,Flushing,NY,11354,11354,1,msg-opendental-Location-135,FALSE,"144-09 Northern Blvd, , Flushing NY11354",40.764862,-73.823014,United Dental Group - 144-09 Northern Blvd
134,2129040300,4 East 46 Street,,New York,NY,10017,10017,1,msg-opendental-Location-134,FALSE,"4 East 46 Street, , New York NY10017",40.755691,-73.978472,United Dental Group - East 46th St
4414,2677745629,1501  E. Wadsworth Ave,,Philadelphia,PA,19150,19150,401,msg-denticon-DataSource-771,TRUE,"1501  E. Wadsworth Ave, , Philadelphia PA19150",40.079095,-75.174082,United Dental USA
1919,7182641188,223-01 Union Turnpike,,Oakland Gardens,NY,11364,11364,1,remote_db-dentrix-DataSource-357,FALSE,"223-01 Union Turnpike, , Oakland Gardens NY11364",40.735801,-73.747539,United Family Dentist
4427,7652886121,800 W University Ave,,Muncie,IN,47303,47303,1,msg-opendental-DataSource-1174,FALSE,"800 W University Ave, , Muncie IN47303",40.197764,-85.394701,University Avenue Dental
1052,5083728663,330 Plantation St.,,Worcester,MA,1604,1604,2,msg-eaglesoft-DataSource-87,FALSE,"330 Plantation St., , Worcester MA1604",42.271202,-71.769972,University Dental Group
1509,5152773766,4626 University Ave,,Des Moines,IA,50311,50311,4,msg-eaglesoft-DataSource-186,FALSE,"4626 University Ave, , Des Moines IA50311",41.600148,-93.681112,University Dental Group
1586,5152773766,4626 University Avenue,,Des Moines,IA,50311,50311,1000614,msg-dentrix_enterprise-DataSource-168,TRUE,"4626 University Avenue, , Des Moines IA50311",41.600148,-93.681112,University Dental Group [DE]
2239,4153972804,498 Jackson St,,San Francisco,CA,94111,94111,1,remote_db-dentrix-DataSource-483,FALSE,"498 Jackson St, , San Francisco CA94111",37.796556,-122.40328,UNO DENTAL SAN FRANCISCO
4333,2122090806,205 East 64th Street,Suite 503,New York,NY,10065,10065,1,remote_db-dentrix-DataSource-1102,FALSE,"205 East 64th Street, Suite 503, New York NY10065",40.764467,-73.96352,Upper East Oral Surgery
95,2122258882,153 East 88th Street,,New York,NY,10128,10128,30,msg-nextech-Institution-14,FALSE,"153 East 88th Street, , New York NY10128",40.780681,-73.954101,Upper East Side
428,6466667866,250 East 63rd Street,,New York,NY,10065,10065,1,msg-curve2-Location-428,FALSE,"250 East 63rd Street, , New York NY10065",40.763216,-73.963087,Upper East Side 63 St
85,6467362206,1485 First Avenue,,New York,NY,10075,10075,1,msg-curve2-Location-85,FALSE,"1485 First Avenue, , New York NY10075",40.771386,-73.953609,Upper East Side 77 St
937,2047832288,108-305 BROADWAY,,WINNIPEG,MB,R3C 3J7,R3C 3,1,msg-curve2-Location-937,FALSE,"108-305 BROADWAY, , WINNIPEG MBR3C 3",38.611082,-78.792634,Upper Fort Dental
113,6466024962,137 W 96th St,,New York,NY,10025,10025,65,msg-nextech-Institution-14,FALSE,"137 W 96th St, , New York NY10025",40.793832,-73.969341,Upper West Side
1324,8646547534,201 Frontage Road Suite 1,,Clemson,SC,29631,29631,9B0A40C3-D80F-4793-89E5-A1CD6214B197,msg-dolphin-DataSource-94,FALSE,"201 Frontage Road Suite 1, , Clemson SC29631",34.685715,-82.81435,Upstate Orthodontics Clemson
1323,8648883113,693 South Oak Street,,Seneca,SC,29678,29678,51DADB10-9F2D-4A15-ABFA-A609EE571203,msg-dolphin-DataSource-94,FALSE,"693 South Oak Street, , Seneca SC29678",34.674926,-82.954511,Upstate Orthodontics Seneca
4509,2069132256,9015 Holman Road NW,Unit 5,Seattle,WA,98117,98117,1,msg-opendental-DataSource-1221,FALSE,"9015 Holman Road NW, Unit 5, Seattle WA98117",47.694763,-122.376,Urban Dental
4486,9376535359,1052 S Main St,,Urbana,OH,43078,43078,2.00E+12,msg-dentrixascend-DataSource-1201,FALSE,"1052 S Main St, , Urbana OH43078",40.094424,-83.754222,Urbana Dental Smiles
2049,4794433411,"3533 N Shiloh Dr 100Fayetteville, AR 72703",,,,,,451,msg-denticon-DataSource-2,TRUE,"3533 N Shiloh Dr 100Fayetteville, AR 72703, ,  ",36.115881,-94.15635,Urgent Hub FV
2050,5012251577,"12018 Chenal ParkwayLittle Rock, AR 72211",,,,,,452,msg-denticon-DataSource-2,TRUE,"12018 Chenal ParkwayLittle Rock, AR 72211, ,  ",34.749927,-92.408222,Urgent Hub LR
2051,8704972557,"809 Windover RdJonesboro, AR 72401",,,,,,453,msg-denticon-DataSource-2,TRUE,"809 Windover RdJonesboro, AR 72401, ,  ",35.811953,-90.692528,Urgent Hub PDJ
2772,8183096773,818 N. Pacific Ave. STE O,,Glendale,CA,91203,91203,1,msg-opendental-DataSource-653,FALSE,"818 N. Pacific Ave. STE O, , Glendale CA91203",34.158144,-118.26355,Vahe Karimian DDS
980,6505883710,1241 Mission Road,,South San Francisco,CA,94080,94080,8,msg-eaglesoft-Location-980,FALSE,"1241 Mission Road, , South San Francisco CA94080",37.662849,-122.44132,Vaksman Dental Group - Mission Road
979,6506845498,1241 Mission Road,,San Francisco,CA,94080,94080,9,msg-eaglesoft-Location-979,FALSE,"1241 Mission Road, , San Francisco CA94080",37.662849,-122.44132,Vaksman Dental Group - MIssion St
978,4159929733,"450 Sutter Street, Suite 2307",,San Francisco,CA,94108,94108,8,msg-eaglesoft-Location-978,FALSE,"450 Sutter Street, Suite 2307, , San Francisco CA94108",37.789657,-122.40783,Vaksman Dental Group - Sutter street
3080,4808316333,3231 South Country Club Way,Suite 109,Tempe,AZ,85282,85282,1,msg-opendental-DataSource-742,FALSE,"3231 South Country Club Way, Suite 109, Tempe AZ85282",33.394252,-111.9003,Vale Family Dental
4456,4699137059,10009 N MacArthur Blvd,Suite 109,Irving,TX,75063-5082,75063,24,msg-ecw-DataSource-1176,FALSE,"10009 N MacArthur Blvd, Suite 109, Irving TX75063",32.941481,-96.952655,Valley Ranch COVID-19 Drive thru
3053,9728695966,9901 Valley Ranch Pkwy E,Suite 1020,Irving,TX,75063,75063,26,msg-opendental-DataSource-751,FALSE,"9901 Valley Ranch Pkwy E, Suite 1020, Irving TX75063",32.93966,-96.951262,Valley Ranch Dental
2541,6309230900,1078 Ogden Avenue,,Montgomery,IL,60538,60538,2,remote_db-dentrix-DataSource-587,FALSE,"1078 Ogden Avenue, , Montgomery IL60538",41.716752,-88.286041,Valley View Dental - Montgomery
1887,6309045600,3103 111th Street,Suite 131,Naperville,IL,60564,60564,1,remote_db-dentrix-DataSource-344,FALSE,"3103 111th Street, Suite 131, Naperville IL60564",41.683204,-88.20706,Valley View Dental - Naperville
3054,9408553000,2710 Central FWY,Suite 140,Wichita Falls,TX,76306,76306,27,msg-opendental-DataSource-752,FALSE,"2710 Central FWY, Suite 140, Wichita Falls TX76306",33.950482,-98.526003,Value Smiles
4754,8328318656,1533 N. Shepherd Dr.,Suite 240,Houston,TX,77008,77008,256974,msg-drchrono-DataSource-1262,FALSE,"1533 N. Shepherd Dr., Suite 240, Houston TX77008",29.798898,-95.410434,Vanguard Heights
4755,8328318656,8800 Katy Freeway,Suite 105,Houston,TX,77024,77024,84838,msg-drchrono-DataSource-1262,FALSE,"8800 Katy Freeway, Suite 105, Houston TX77024",29.783195,-95.507057,Vanguard Memorial
2737,9314278581,27001 Main Street,,Ardmore,TN,38449,38449,1,remote_db-dentrix-DataSource-651,FALSE,"27001 Main Street, , Ardmore TN38449",34.992075,-86.837739,Vaughan Family Dentistry
3220,7177374337,3920 Market St.,,Camp Hill,PA,17011-4202,17011,4,msg-opendental-DataSource-786,FALSE,"3920 Market St., , Camp Hill PA17011",40.238548,-76.951755,Verber Family Dentistry
989,2025255123,"4325 49th Street, NW Suite 200",,Washington,DC,20016,20016,204690,msg-drchrono-Institution-429,FALSE,"4325 49th Street, NW Suite 200, , Washington DC20016",38.94517,-77.096553,"Veritas Health, PLLC"
4906,7018396010,2615 Elk Drive,Suite 2,Minot,ND,58701,58701,61D00366-EF59-46CC-A408-7D8422FA8B56,msg-dolphin-DataSource-1358,FALSE,"2615 Elk Drive, Suite 2, Minot ND58701",48.216095,-101.33312,Vibeto Orthodontics
460,3612176839,101 Professional Park Dr,,Victoria,TX,77904,77904,4,msg-opendental-Location-460,FALSE,"101 Professional Park Dr, , Victoria TX77904",28.840128,-96.986118,Victoria Kids Dentistry
445,3615737464,7002 Zac Lentz Parkway,,Victoria,TX,77904,77904,1,msg-opendental-Location-445,FALSE,"7002 Zac Lentz Parkway, , Victoria TX77904",28.865065,-96.992025,Victoria Pediatric Dentistry and Orthodontics
2072,3615737464,7002 NE Zac Lentz Pkwy,Suite B,Victoria,TX,77904,77904,a0ce6767-0ba4-4ad6-a18a-dbee496391de,msg-cloud9-DataSource-364,TRUE,"7002 NE Zac Lentz Pkwy, Suite B, Victoria TX77904",28.865065,-96.992025,Victoria Pediatrics and Orthodontics Ortho
232,2127411100,401 Ave of the Americas 2nd Floor,,New York,NY,10014,10014,1,msg-macpractice-Institution-89,FALSE,"401 Ave of the Americas 2nd Floor, , New York NY10014",40.733324,-74.000014,Village Dental Medicine
126,8443376362,229 7th Street,Suite 105,Garden City,NY,11530,11530,68,msg-nextech-Institution-14,FALSE,"229 7th Street, Suite 105, Garden City NY11530",40.725865,-73.632876,Village Dermatology
3507,2146185311,2832 Eldorado Parkway Ste 210,,Little Elm,TX,75033,75033,1000258,msg-dentrix_enterprise-DataSource-798,FALSE,"2832 Eldorado Parkway Ste 210, , Little Elm TX75033",33.140581,-96.985769,Village Elm Dental Care
1642,2127412229,1225 Park Avenue,,New York,NY,10128,10128,2,msg-ecw-DataSource-241,FALSE,"1225 Park Avenue, , New York NY10128",40.785967,-73.95267,Village Obstetrics - North
2778,2127412229,101 West 12th Street,,New York,NY,10011,10011,3,msg-ecw-DataSource-241,FALSE,"101 West 12th Street, , New York NY10011",40.736236,-73.998096,Village Obstetrics - South
1643,2127412229,101 West 12th Street,,New York,NY,10011,10011,0,msg-ecw-DataSource-241,TRUE,"101 West 12th Street, , New York NY10011",40.736236,-73.998096,Village Obstetrics - South - Inactive
1478,8333846646,990 Paradise Rd.,Unit 2C,Swampscott,MA,1907,1907,8.00E+12,msg-dentrixascend-DataSource-157,FALSE,"990 Paradise Rd., Unit 2C, Swampscott MA1907",42.483714,-70.901192,Vinnin Square Dental
287,7737476453,5120 W Irving Park Rd,,Chicago,IL,60641,60641,1,msg-opendental-Institution-121,FALSE,"5120 W Irving Park Rd, , Chicago IL60641",41.953467,-87.755405,VIP Dental Lounge
3894,8045503324,10500 Atlee Station Road,,Ashland,VA,23005-7990,23005,80,msg-dentrix_enterprise-DataSource-767,FALSE,"10500 Atlee Station Road, , Ashland VA23005",37.690605,-77.438543,Virginia Family Dentistry – Atlee
3893,8047396500,6510 Harbour View Court,,Midlothian,VA,23112-6559,23112,70,msg-dentrix_enterprise-DataSource-767,FALSE,"6510 Harbour View Court, , Midlothian VA23112",37.408966,-77.657563,Virginia Family Dentistry – Brandermill
3900,8047510300,2601 Swiftrun Road,,Chester,VA,23831-5234,23831,1000544,msg-dentrix_enterprise-DataSource-767,FALSE,"2601 Swiftrun Road, , Chester VA23831",37.347102,-77.411044,Virginia Family Dentistry – Chester
3889,8047949789,1612 Huguenot Road,,Midlothian,VA,23113-2427,23113,30,msg-dentrix_enterprise-DataSource-767,FALSE,"1612 Huguenot Road, , Midlothian VA23113",37.514796,-77.615739,Virginia Family Dentistry – Huguenot
3904,8044191041,1801 Huguenot Road,,Midlothian,VA,23113-2334,23113,1001244,msg-dentrix_enterprise-DataSource-767,FALSE,"1801 Huguenot Road, , Midlothian VA23113",37.516927,-77.615204,Virginia Family Dentistry – Huguenot Pediatric & Orthodontic Specialty Center
